Bacteroides caccae,Bacteroides stercoris,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides thetaiotaomicron,Bacteroides xylanisolvens,Bacteroides nordii,Bacteroides ovatus,Bacteroides fragilis,Bacteroides sp. DH3716P,Bacteroides sp. M10,Bacteroides sp. D2,Bacteroides sp. CACC 737,Bacteroides sp. A1C1,Bacteroides sp. HF-162,Bacteroides sp. ZJ-18,Bacteroides sp. PHL 2737,Bacteroides sp. BFG-637,Bacteroides helcogenes,uncultured Bacteroides sp.,Bacteroides salyersiae,Bacteroides intestinalis,Bacteroides cellulosilyticus,Bacteroides faecis,Bacteroides heparinolyticus,Bacteroides faecium,Bacteroides zoogleoformans,Bacteroides luhongzhouii,Bacteroides caecimuris,Bacteroides zhangwenhongii,Bacteroides humanifaecis,Bacteroides graminisolvens,Bacteroides finegoldii,Bacteroides coprosuis,Phocaeicola vulgatus,Phocaeicola dorei,Phocaeicola coprophilus,Phocaeicola salanitronis,Phocaeicola sartorii,Parabacteroides distasonis,Parabacteroides johnsonii,Parabacteroides goldsteinii,Parabacteroides chongii,Parabacteroides merdae,Parabacteroides faecis,Parabacteroides sp. CT06,Tannerella forsythia,Tannerella serpentiformis,Segatella copri,Segatella hominis,Segatella oris,Segatella bryantii,Segatella baroniae,Prevotella sp. Rep29,Prevotella sp. E13-17,Prevotella sp. E9-3,Prevotella sp. E15-22,Prevotella sp. oral taxon 475,Prevotella sp. E2-28,Prevotella sp. oral taxon 299,Prevotella melaninogenica,Prevotella dentalis,Prevotella communis,Prevotella intermedia,Prevotella denticola,Prevotella jejuni,Prevotella fusca,Prevotella multiformis,Prevotella bivia,Prevotella nigrescens,Prevotella herbatica,Prevotella corporis,Prevotella histicola,Prevotella veroralis,Prevotella scopos,Paraprevotella clara,Paraprevotella xylaniphila,Hoylesella buccalis,Hoylesella enoeca,Xylanibacter ruminicola,Pseudoprevotella muciniphila,Alistipes shahii,Alistipes megaguti,Alistipes onderdonkii,Alistipes senegalensis,Alistipes finegoldii,Alistipes communis,Alistipes indistinctus,uncultured Alistipes sp.,Alistipes dispar,Alistipes ihumii,Alistipes sp. dk3624,uncultured Acetobacteroides sp.,Odoribacter splanchnicus,Butyricimonas paravirosa,Butyricimonas faecalis,Butyricimonas faecihominis,Butyricimonas virosa,Muribaculum gordoncarteri,Muribaculum intestinale,Duncaniella dubosii,Sodaliphilus pleomorphus
37517,1252,2336,41737,218082,30228,73527,42552,95516,2156,1757,1718,3327,776,8275,172,0,0,1107,1312,2140,61592,243992,4223,379,7035,391,1031,1399,1017,1443,137,560,66,9864,1074395,260,402,0,101181,613,1952,1898,15305,18050,8502,32,40,282,23,0,50,0,22,10,50,10,12,32,0,140,13,41,183,36,32,13,0,13,13,28,0,0,0,109,107,129,15,15,33,14,1289,90,179460,1271,55038,571,64,65,153,46,22,35,648,2660,1697,2450,24952,49,51,515,41
41836,705,1587,221209,65457,23149,26516,153825,72745,3663,6533,6526,5034,5030,10738,103,0,0,740,682,1231,29956,62972,2030,236,5364,218,1661,1453,2069,6480,105,812,32,7859,928648,227,354,0,41821,907,895,814,16816,7648,5400,27,32,245,33,14,39,0,24,16,32,10,11,13,0,159,17,55,57,48,41,20,0,57,26,22,29,0,11,35,55,145,290,14,36,0,1012,98,106734,1002,79486,476,51,83,171,26,34,14,533,2390,1248,1947,20990,33,35,130,48
196558,29204,491248,289643,25794,34222,595,86608,52814,30087,1360,1502,8602,39284,20817,291,0,0,507,2445,2427,863,1530,6676,707,1586,833,844,1926,569,8860,372,2350,141,823625,37376,3477,2630,0,117297,1766,1234,17972,98229,1110,803,75,171,14278,1839,1703,1501,1131,2531,1180,1853,1349,1488,1376,1019,2757,2251,1658,3507,1538,862,899,1534,631,1436,1308,1317,823,667,428,14926,3408,3306,1618,1809,731,636,2311,2335,384,70726,187,93,281,231,199,91,86,597,198,770,86980,4557,1090,342,471,731
4532,4379,4441,467863,12386,24012,2534,77907,35425,5562,2133,1587,9988,25229,17899,129,4674,3889,1641,8245,33162,2522,65286,167810,1056,1276,1085,1369,2790,1483,23437,1094,1927,473,489925,20788,28848,10079,22,31297,6578,3333,732,43285,551,3672,264,42,4561,382,171,165,344,148,178,182,126,56,160,156,688,81,222,440,98,194,124,88,84,619,189,251,102,166,105,28696,6240,155,76,351,156,5705,524,27467,1133,2779,2168,542,578,950,176,217,71,19610,81,356,114,69,54,166,111,78
4639,4756,4818,468308,13917,28468,2759,121072,45990,7402,2675,2348,9855,26985,18874,127,5563,5048,1774,8982,67197,3568,174540,154691,1056,1478,1193,1656,3073,1614,23554,1647,2119,485,568338,24150,29689,10923,17,42424,4105,3700,894,62686,570,6333,262,69,4765,498,186,165,371,137,169,187,136,61,170,146,710,87,212,411,109,205,151,91,86,712,216,295,116,190,139,48312,9742,149,66,319,185,15195,862,18262,1828,3466,3497,962,962,1286,307,319,79,25007,77,437,174,124,62,170,146,88
4462,4145,5277,365575,21147,35099,2378,201427,57914,11189,4106,3903,8269,27973,20311,149,6054,4162,1407,7068,92293,5945,481569,642732,969,1483,1000,2141,3076,1774,19009,2547,2648,384,963397,36745,24310,9403,18,46215,4551,28104,1176,77294,1596,9123,172,81,5325,363,152,137,321,114,162,147,114,51,118,122,621,80,190,381,88,179,168,75,92,499,141,492,81,154,119,101462,19943,146,67,326,136,12044,994,4326,2233,3222,4138,786,1105,1721,354,374,76,35717,87,420,152,161,54,142,151,76
4318,4040,4441,328482,16339,32893,2332,127722,41123,8254,2917,2343,7147,24772,23164,181,2580,4402,1364,6743,61795,2523,110386,446079,855,1293,928,1423,3127,1456,17385,1115,2593,413,980477,36763,25223,9263,0,47173,4428,15873,884,59201,1053,10306,230,100,6550,338,186,135,298,131,152,131,123,63,139,115,626,93,204,438,98,195,126,96,97,494,129,311,97,171,111,45283,10082,120,90,326,161,24623,1211,3904,3540,4029,5091,8438,1340,1859,414,399,77,24439,74,396,150,108,66,156,115,86
3416,3046,3869,239500,19282,27438,1863,173730,36886,9718,3952,3695,5280,19623,12603,128,0,2983,1038,5722,102190,5356,457469,773008,719,1334,817,2076,2592,1456,12999,2314,1890,289,616243,24823,18951,7283,13,39926,758,40718,1221,28870,2086,9069,166,42,4640,266,119,105,274,80,104,103,91,46,82,75,507,63,124,281,72,124,89,60,56,380,129,255,101,118,68,37211,7456,108,54,238,107,12892,651,2137,1892,2226,2838,3655,685,1094,227,231,56,28388,63,268,127,164,27,100,127,39
3258,2942,4064,363853,17636,22364,1805,103659,48229,6193,2815,2428,7699,22799,16082,136,3460,3215,1105,5232,61798,3524,249546,687196,757,1180,692,1431,2145,1276,18108,1417,1842,257,553069,21563,16480,6820,0,103325,3346,58973,1641,28717,3009,15353,162,82,4875,273,127,113,212,96,107,107,81,40,106,111,417,52,120,271,92,121,85,46,73,367,99,258,72,105,68,39072,8471,92,80,188,107,10965,1018,3005,1948,3172,3822,3364,1136,1435,334,328,56,25613,62,356,125,132,39,126,88,58
2798,2296,3816,311362,19658,31689,1483,318643,46062,16170,9898,8631,6862,20050,12696,86,2439,2207,907,3272,267412,7179,678963,625975,621,1603,568,3747,2175,2288,16014,3055,1896,164,566272,22466,7803,3907,0,36402,518,54512,1465,28622,2676,8233,62,68,4356,141,104,76,179,51,60,56,37,22,62,53,259,26,57,184,55,78,65,24,23,182,53,305,26,52,30,23918,5670,41,18,104,49,8055,603,2133,1252,2085,2542,2093,719,1122,175,222,25,29225,79,318,76,237,20,56,81,40
4402,4095,7064,1096305,30363,61942,1968,644543,80764,35303,10717,12223,22517,53076,38104,174,7195,5814,1891,4399,207043,6943,619158,1114606,1203,1914,1130,4439,2899,2881,54611,2818,3030,211,1184736,44873,10429,5925,52,111676,3758,84230,2075,47402,3996,17627,111,120,8977,353,149,113,278,63,85,105,65,35,73,61,410,49,94,357,126,116,111,33,32,287,102,570,41,85,43,89895,19852,70,36,188,84,21093,817,3503,1780,3364,3656,8090,906,1629,285,304,43,36756,76,724,138,245,63,134,113,90
1689,1217,2445,148714,12007,27191,727,329404,32568,16241,6118,6771,3479,12224,9275,0,2066,2190,391,969,115381,4235,401859,369206,267,784,248,2361,1068,1276,8017,1637,1461,32,574314,20002,967,1427,0,49657,264,45241,1046,16179,2062,7304,30,41,2653,103,82,35,85,18,13,21,19,16,17,11,80,0,11,104,35,19,66,0,0,47,0,257,0,0,12,45028,8823,21,0,74,16,11824,372,1631,898,1415,1634,3628,475,743,129,144,20,20420,32,219,88,106,22,38,43,28
4069,2853,3841,342822,12170,24852,1537,170751,71269,10229,3350,3376,7265,21235,14821,104,3196,3040,1120,4161,112921,11599,246682,286857,697,1018,739,1699,1874,1317,17417,1332,1630,221,582413,22818,13807,5296,16,100594,2306,9839,703,135468,649,13824,167,95,2476,206,100,108,219,109,111,136,92,53,95,80,430,55,143,314,100,124,130,64,73,343,102,290,66,101,52,79462,16104,97,71,161,91,40911,1455,45584,8808,6437,5521,2761,1567,2221,402,399,64,44220,75,441,182,166,85,113,101,100
37498,99793,200641,634894,10427,12197,399,24026,39119,27084,638,417,10150,60501,23069,178,0,0,616,1313,2773,901,1130,3666,670,582,691,230,977,580,20576,276,2453,75,723811,45503,4477,1861,0,14289,20515,566,278,6470,134,145,40,119,8699,1073,997,838,691,1590,772,1063,894,860,781,469,1442,1539,1008,1854,898,438,551,971,332,810,727,743,402,347,233,17456,3881,2455,968,1171,495,463,1384,295,311,1423,128,181,175,163,142,70,44,339,64,501,724,4174,551,273,299,499
5251,4273,5100,445769,16059,33889,2295,196816,86482,12344,3820,3651,9744,28882,21094,161,3599,4220,1671,6145,119012,13636,251361,351400,1028,1321,1066,1912,2543,1549,22688,1636,2304,344,887168,34320,21439,8031,22,91529,2111,9982,903,147158,784,14244,206,142,3365,322,152,194,273,139,134,176,103,57,132,126,611,62,178,397,113,185,188,86,95,484,159,510,81,134,92,101696,21078,174,82,305,144,52320,1732,52209,9414,7334,6522,1881,1941,2620,515,491,64,54162,93,599,226,190,72,145,149,139
3300,2872,2938,198096,9698,17928,1666,79440,53752,4721,1935,1618,4630,14932,10063,99,0,2347,1055,5483,57821,3018,76763,197740,641,902,715,951,1841,953,10536,875,1389,297,386806,15651,18223,6548,0,55779,4854,4425,592,91278,542,9327,183,91,2178,268,96,152,249,106,111,115,88,55,115,101,452,59,159,295,89,122,131,77,68,422,136,252,90,129,53,50901,9511,98,71,288,108,15195,1278,20680,5799,4506,4756,851,1431,1823,366,341,66,31763,66,347,129,103,57,121,121,81
2933,2809,3244,216476,10627,20435,1581,108955,78699,6160,2430,2117,4945,16403,11629,105,0,1639,999,4184,172676,5927,69539,234144,642,897,617,1070,1447,967,11113,669,1526,213,657793,23579,13269,5212,14,44480,1887,4814,612,56364,526,8130,135,91,2109,212,96,124,202,105,94,131,78,42,84,88,401,54,111,261,86,111,104,48,74,297,80,223,52,103,62,33104,7047,91,63,223,85,10862,1151,20904,5417,3736,3967,620,1139,1594,269,296,59,40708,68,391,101,205,58,94,97,64
64945,496,1368,1292041,78297,293107,414,65488,55125,9754,986,1040,55872,3760,9321,80,0,0,834,386,2833,183,6883,3539,246,773,1854,2449,1685,795,9120,13,470,41,24452,539340,14868,3669,0,34369,4408,288,274,1546,78,282,40,93,343,57,159,0,0,21,11,14,30,0,17,20,67,23,81,74,83,61,251,0,24,103,44,33,22,0,0,1026,368,176,27,64,15,3227,1357,3281,2311,3259,6324,314,1302,1610,852,393,85,19491,43,2098,128,5033,76,267,28,30
130828,39526,31811,842313,102693,55347,5488,27177,27742,35955,1115,964,4570,3828,2970,495,42994,1755,3670,4624,4252,4262,4273,3120,2005,2269,1628,1221,1356,1121,7575,703,659,299,924280,117031,2845,1937,123,56549,4092,1865,1785,2180,625,618,204,123,17863,3215,792,779,392,1236,944,888,806,701,565,313,1709,1433,1198,1433,1053,829,741,759,509,639,393,487,319,336,356,13979,630,1346,505,1058,347,3211,5771,1265,1001,1569,1411,1113,605,595,347,225,71,8192,2842,1072,105,70,2030,204,174,363
238765,142592,120524,255192,148905,209156,25074,117524,31088,225825,3902,3712,4367,4363,2707,929,36346,2808,9779,7992,9557,7194,8407,6245,5750,4751,3913,4163,3609,2483,10027,1112,1576,496,617113,142819,3278,2863,256,149396,14555,3670,4279,3650,1036,1633,529,378,61472,10759,2851,2305,1188,4427,3223,2714,2857,2503,1848,1159,5559,5308,3692,4706,3747,2707,2427,2924,1947,2230,1281,1613,1085,1141,1070,12769,1110,4627,1611,3851,1055,6300,4094,2388,1732,22928,2271,3716,1168,1129,501,392,216,30197,1793,3356,156,158,2304,534,441,1258
251281,60502,52736,331767,319289,142344,12697,75875,29805,125502,2167,2309,2932,3466,2182,645,44471,3549,4769,4747,6027,5263,4801,5286,3020,2845,2061,2567,2038,1630,6925,682,1018,368,894098,127572,2410,2024,171,127107,7635,3224,3661,2297,787,1312,273,186,39008,6858,1627,1464,857,2330,1779,1439,1537,1313,1017,539,3247,2843,2067,2581,2074,1628,1262,1468,1034,1234,742,934,627,636,583,14546,682,2678,925,2163,618,3138,3578,1587,1095,10303,1720,2478,700,770,423,253,106,21147,1660,2468,161,119,5697,289,249,665
6085,3478,4633,443962,18555,32100,1974,199117,113078,12104,3767,3661,9504,27921,21691,164,3420,2827,1287,4887,174642,7307,327873,626755,852,1214,834,1795,2009,1445,22574,1786,2160,259,874618,32372,15763,6079,31,105741,3278,11574,835,124901,790,21900,163,161,3347,307,134,162,242,138,155,171,113,54,100,120,460,77,184,363,126,130,165,53,90,375,109,367,81,99,67,60259,13192,163,92,250,141,37062,2607,114130,13177,10367,9224,3892,2801,3611,705,691,82,99065,114,619,182,285,109,115,167,146
25588,67629,6326,161277,22970,18592,1541,109520,33888,3008,816,1856,8258,6277,4753,127,0,416,795,2964,2990,3438,4039,3028,631,1370,772,1054,1601,2615,7320,562,12053,181,292541,49197,2510,1827,0,66738,3826,900,1036,52461,389,780,166,154,8429,1363,1474,918,690,2445,1094,1695,1446,1415,1331,1077,2691,2182,1517,2797,1671,916,797,1382,655,1438,1168,2102,868,565,558,2125,745,2908,1488,1594,1191,16553,1726,23706,4381,11112,12977,838,817,984,507,279,63,21114,988,1010,706,10579,16032,583,728,686
27965,294178,14565,175947,12672,17151,903,121494,24835,6784,1230,1804,6482,8833,5296,48,0,0,877,1925,2378,6289,5534,3440,483,1134,583,1037,1549,2679,7762,369,15839,109,161937,33951,1790,1187,0,22709,1852,543,812,23248,272,715,111,110,6101,979,1268,731,573,1789,790,1367,1117,1075,1101,816,2109,1738,1178,2052,1347,787,593,1193,561,1094,921,1682,722,454,431,3610,503,2295,1134,1314,2126,8364,1623,12766,3295,12439,12055,508,632,755,370,203,58,15163,733,850,577,7752,9791,457,562,560
57960,355986,19900,323641,51227,30079,2795,134116,38384,4831,2954,3212,14578,14073,9568,185,3114,0,1266,2743,3749,2459,4009,7027,664,3217,821,1817,2765,15378,12956,483,115732,124,418931,63088,2492,1993,0,63880,4057,869,986,48952,357,602,183,131,7999,1180,1185,857,506,1840,864,1268,1093,1073,1062,760,2076,1680,1101,2128,1227,1454,550,1108,591,1059,849,1558,621,420,437,10673,822,1768,1263,1274,1846,25938,2763,14286,6256,4179,9944,329,993,1231,508,315,64,26470,1539,1186,856,13895,15465,538,589,540
46993,506353,23246,267466,49082,48134,1371,236720,32608,5833,3923,5767,11922,14257,7966,149,2847,376,1154,1185,2616,2387,3130,6889,333,2974,385,1874,2524,15551,12629,252,114379,87,425373,34022,1551,1120,0,80848,3648,566,427,45229,210,949,109,100,2943,330,178,298,86,256,136,148,178,151,171,77,403,197,176,832,164,810,107,124,66,134,101,234,79,64,53,13905,440,340,200,183,1804,30753,2358,17935,5474,4562,11247,293,1123,1287,602,319,44,535,1322,891,879,7896,15223,208,195,150
35769,691761,37120,422679,130873,79889,3100,443877,52676,14543,12501,17714,24191,22069,11680,342,4699,576,2258,4309,6600,4970,6734,15302,1057,8460,1164,6046,5942,56215,23443,815,425836,262,1134002,74596,4603,3215,34,64650,2747,1229,1574,30520,567,860,211,214,11358,1701,1732,1160,915,2539,1174,1730,1396,1509,1559,1114,2858,2234,1614,2914,1832,3633,773,1335,714,1394,1265,2137,943,636,559,19749,1320,2997,1804,1716,2790,37915,3572,5376,7631,4509,11641,463,1281,1709,656,374,89,827,2631,1995,1698,18396,3970,761,838,736
12342,416438,28753,69816,24786,17472,1687,83939,27936,3912,1952,3263,10285,8970,2410,302,0,844,1704,4736,4619,1688,3259,6203,976,2257,1207,1587,3055,7677,11241,794,50652,312,820396,56593,4202,2727,0,33561,1264,1159,1344,19512,644,290,256,157,13938,2117,1884,1361,900,2973,1449,2172,1768,1703,1778,1238,3416,2838,1972,3356,2161,1330,981,1922,809,1679,1588,2769,1098,714,747,7581,985,3732,1952,2116,2135,2703,1036,727,495,700,1145,154,255,371,239,124,93,552,297,972,292,1731,998,797,866,876
133429,68230,683679,448960,132449,77648,1671,95336,76607,36331,2203,1866,12612,49669,21792,457,2363,0,1417,5398,9093,2223,28209,10680,1502,2328,1395,1414,2883,8904,17355,807,45475,313,891879,55029,8030,5733,0,77572,2502,1674,1226,98584,650,1161,168,236,20418,2339,1929,1828,1373,2989,1388,2237,1631,1702,1671,1196,3245,2685,2022,4411,1771,1075,1022,1768,760,1666,1625,1519,959,828,547,109587,18670,3398,1941,2114,839,7131,3675,4169,4131,38489,3967,1311,1368,1600,980,471,118,22186,4150,2251,31517,18719,1732,598,623,850
22961,794355,39322,185704,61366,50553,2193,613082,31931,11364,7263,18032,8393,14187,6738,91,0,301,1827,1898,3794,8876,7227,8146,553,3348,576,4454,4772,12422,14235,377,71257,118,289581,34029,2290,1352,0,24960,778,497,710,8912,254,493,114,133,6863,963,1104,677,428,1516,609,1074,885,918,963,680,1808,1364,930,1956,1157,620,517,829,415,872,780,1386,576,346,278,12753,655,1458,1012,1038,2929,22147,1726,4324,4956,2775,3503,206,574,703,279,160,44,794,925,1073,475,5278,7868,426,420,472
84048,1018470,47697,510379,72176,82462,6434,952441,58746,18394,8591,20634,24205,27479,17329,210,2217,860,2422,3039,5233,6641,8491,13137,909,6234,1067,5754,7814,27862,29869,719,160096,183,709840,83843,3447,2643,12,93696,3537,925,1558,31560,559,1401,198,242,10189,1263,1220,1053,445,1946,849,1414,1132,1077,1110,793,2376,1711,1263,2430,1321,704,639,1186,470,1120,901,1785,730,442,381,16951,1460,2379,1246,1417,5119,44614,3938,19374,10330,12557,9968,541,1479,1848,696,436,65,1143,4086,2495,2571,29040,25633,612,623,624
112985,1452311,66306,344906,101406,120274,10711,1215619,54469,36044,13130,28916,18730,28777,14792,396,0,599,3209,4282,7569,2412,5293,17568,1362,8555,1407,8921,10964,38854,30401,991,225673,270,707921,84210,4798,3175,0,83302,1622,1112,1957,20168,736,1801,196,338,15570,2196,2028,1464,967,3083,1486,2218,1987,1810,1865,1234,3584,2890,2116,3986,2328,1092,1050,1975,793,1777,1498,2723,1186,754,754,13862,1461,4383,2024,2150,7275,33388,3701,6177,5693,5018,11662,630,1475,2172,644,452,110,1291,2782,2408,2144,18443,23710,842,906,1009
97683,887791,45392,212377,68387,63276,1050,353789,33174,25892,7056,15501,11031,18685,9718,147,0,339,2024,2102,4085,1542,2995,9561,746,3374,678,4327,4793,11485,17215,400,67105,122,459068,40476,2134,1535,0,77100,1090,528,996,14706,280,611,75,59,7706,1197,1085,763,539,1540,669,1097,909,952,893,639,1811,1407,1011,1858,1169,648,538,1000,429,843,775,1513,602,401,369,2776,680,1668,980,1129,4612,19788,1607,1104,1242,1148,4550,96,255,402,119,73,43,729,335,892,818,700,1998,404,443,440
36165,1073612,50738,288351,35198,55944,1523,190152,45720,7371,2207,3740,12445,22538,10832,123,0,1866,2388,2625,4832,12921,12127,10301,754,2142,825,1921,3852,7353,24566,544,43752,160,1146463,97119,3559,1795,0,90049,1881,869,951,20537,379,1715,173,172,7974,1167,1105,868,516,1636,710,1061,963,944,876,597,1982,1472,1036,2006,1189,852,532,912,442,866,805,1576,573,402,389,2886,1927,2225,1183,1136,6561,22948,1916,12732,9645,15898,20047,1301,915,1074,2490,1155,66,28499,900,1421,654,10234,112036,653,770,514
34213,155457,9832,215436,32431,32425,1557,49570,41595,3984,1315,2161,8442,10434,6450,127,0,731,890,3146,3601,3342,4948,4571,744,1779,855,1339,2095,9580,10838,522,51563,170,521822,55641,2917,1948,0,130304,2198,2080,1249,18824,392,1485,231,164,9543,1634,1895,1019,838,2967,1461,2103,1687,1672,1742,1203,3429,2609,1939,3140,2025,1272,1005,1740,905,1746,1536,2645,1110,709,709,2260,1587,4365,1855,2031,1923,30263,1873,22427,13811,29281,33040,2209,933,1128,4696,1554,80,45606,1025,1166,732,11700,18877,732,816,886
18974,62675,5095,208891,26228,28523,1353,103244,28697,3571,1484,2333,8568,8158,5634,131,0,0,677,2278,2564,2420,3244,2791,512,1301,650,1146,1716,7047,9072,346,24552,125,349770,35586,2054,1390,0,54283,1542,1273,736,13558,328,545,172,109,5314,890,958,666,422,1532,683,1057,899,918,867,627,1735,1371,1026,1764,1024,664,518,854,449,880,761,1285,556,382,381,1838,904,1735,1000,1056,1101,15289,1665,28919,7680,18638,23510,1716,730,815,3260,834,45,38296,1001,889,691,11182,32402,452,528,475
13756,347188,17015,220916,27136,35534,980,178046,27637,4685,2391,4298,9972,10710,6390,108,0,0,1107,2024,2608,2137,2897,4405,466,1633,531,1826,2209,8927,11483,370,34687,141,342443,34323,2134,1273,0,38279,1248,560,613,12976,267,908,139,106,4222,643,695,501,312,1092,482,776,684,639,624,482,1356,1021,699,1527,796,545,379,628,305,661,503,967,472,290,274,3367,636,1367,687,779,1988,10684,1677,14597,3988,3906,8609,411,605,693,1227,383,32,17311,584,641,324,4615,10672,314,368,328
27984,500296,23780,347061,19730,34164,1204,134670,34210,5308,2153,3645,14899,16514,9876,124,0,322,1533,2825,3529,5901,6306,5452,711,1883,848,1668,2448,13900,15959,500,37436,170,382724,54271,2914,1870,0,67358,1431,813,1135,12521,366,1427,188,115,7308,1177,1401,974,560,2181,924,1557,1221,1249,1239,944,2603,1960,1435,2560,1567,1025,729,1267,706,1375,1092,1733,816,560,453,4159,976,2830,1435,1458,2543,13090,2537,21927,6355,6917,14379,783,733,938,2374,794,80,20246,963,1162,557,8082,92201,633,841,673
26844,28927,3789,116654,29406,24262,1004,76910,36165,2889,551,1752,4791,5425,2979,97,0,319,788,3779,3546,36767,24229,2219,844,3350,1012,1515,1508,1107,5611,638,714,203,350631,50558,3027,1899,39,45011,3716,5547,1594,41262,557,911,226,221,12269,2091,2538,1483,1184,3869,1737,2876,2304,2331,2303,1678,4290,3699,2541,4113,2860,1375,1316,2381,1055,2367,2021,3621,1535,881,933,1426,1232,5297,2427,2685,1106,9074,1530,42580,1507,7710,4197,1134,815,1004,561,2178,90,16885,698,1063,710,4190,861,913,1121,1118
73081,18775,179664,989684,54895,27651,1218,39860,57244,29258,914,667,20352,74089,30125,293,0,0,1499,3907,10932,2025,52956,5603,1625,1264,1338,626,2218,3021,31756,525,6804,252,204142,31067,9978,2847,0,104449,1288,1463,16694,45946,1240,1785,130,265,13520,1404,1248,1025,973,1824,885,1264,946,1064,925,749,4232,1563,1192,2073,936,599,603,864,502,894,1063,917,508,451,254,4709,1393,2133,1266,1323,507,29528,4292,10301,10734,115546,10983,13295,3205,3712,2078,1080,100,17434,4680,2267,16583,21569,868,710,412,597
221198,233239,206660,434884,125205,289153,29301,106919,39013,164389,4167,4741,5859,6474,3588,1105,26918,2347,16081,11335,13204,10270,13077,7790,8155,6270,5897,5432,4745,3189,13167,1608,1928,544,469901,122032,4068,3409,219,86463,15604,7261,4602,4231,1313,1172,621,182,22241,3930,1087,1047,691,1703,1327,1155,1071,931,785,518,2553,1878,1651,1979,1490,1233,897,1030,780,947,555,699,429,461,486,12506,842,1782,741,1551,499,16372,5017,3327,2688,23945,2805,1536,1116,1147,510,393,146,34101,2414,1336,464,183,21900,336,366,542
28677,53525,2594,241383,48390,11548,1051,42841,34192,1806,487,705,9517,7975,6363,215,0,688,821,1948,2542,58783,35986,2383,573,3050,599,728,1334,856,11345,358,718,107,287484,26361,1500,967,54,53738,3689,10326,730,39067,492,664,196,113,2561,393,518,371,178,706,331,543,428,454,441,298,891,622,483,894,568,314,273,491,234,472,383,788,242,190,208,492,801,790,506,508,579,21294,1329,70938,3447,23191,5537,1449,971,1245,489,700,49,35156,1713,1032,1399,11714,278,320,479,250
41381,20361,2431,347215,31711,8326,853,67695,37766,1577,471,685,12378,11298,8913,446,0,543,760,1131,2167,107439,64460,2021,479,1038,390,463,988,716,13432,284,485,71,374494,21458,1035,617,56,95524,3036,51436,681,37118,745,1348,105,90,809,131,111,114,63,142,78,117,84,112,76,63,243,153,119,263,137,72,59,104,39,115,79,351,67,38,52,205,559,200,135,128,325,15684,1665,43529,2638,12615,7268,4063,719,952,306,669,50,24376,1879,979,1374,12523,121,112,315,92
48923,21391,2703,274079,43425,14083,1018,58197,35948,2097,401,705,11363,9843,7735,256,0,702,527,1155,2104,46621,30290,2253,407,787,366,532,1068,763,11418,250,598,66,532733,59324,1504,857,21,132423,4245,15092,607,48961,431,2640,126,120,1406,192,257,194,199,363,193,283,217,244,232,158,509,340,220,542,313,191,151,229,113,275,182,550,136,97,119,372,668,569,273,260,408,36853,2205,87883,5036,20076,9526,3271,1180,1607,466,1693,44,29203,1915,937,1585,11964,209,188,264,159
18502,8005,1913,385952,41542,27655,858,82815,27408,3788,625,1127,16081,13963,10273,306,0,0,511,1423,1932,37871,24897,1757,467,1217,526,1000,1566,844,11184,260,514,96,452413,38746,1580,1338,12,146978,5412,22936,537,53966,491,3053,125,97,1990,347,427,383,141,619,301,441,361,392,366,253,738,598,418,774,452,264,266,369,160,412,348,593,243,155,140,432,458,728,464,443,639,16182,2985,30698,2426,8367,4313,3839,776,961,282,1591,25,22643,1047,561,611,4203,248,239,244,199
13410,16862,1542,267798,21518,13990,656,25371,20917,1961,283,653,10920,9999,7219,155,0,0,386,1271,1711,40588,26127,1106,401,584,469,576,1015,569,7274,272,348,98,274223,31027,1351,1148,0,127735,5391,27535,586,50028,558,1821,126,104,2700,461,547,384,283,896,390,597,557,509,524,351,1007,826,579,1028,633,317,312,525,243,533,434,766,330,191,234,501,549,1350,558,611,624,9453,2181,60183,1549,9212,4947,2285,664,865,278,1115,37,16140,1073,690,733,4639,307,276,306,281
29931,24270,1967,476616,31613,30680,951,73273,27699,4254,595,1230,18402,16859,12571,128,0,0,520,1669,2380,37036,24318,1576,519,776,646,1113,1716,877,11465,306,455,98,356334,39058,1734,1464,11,138334,3054,14375,631,18715,485,2015,169,121,4041,663,912,619,395,1384,667,1007,801,853,819,584,1612,1361,847,1586,1028,519,458,880,391,868,689,1298,529,322,323,751,600,1545,952,968,938,16966,3724,79039,2439,6649,2766,1678,785,975,308,314,49,22125,1750,886,1194,8238,417,383,382,423
23528,29825,1735,339203,29025,63239,793,45119,30010,7296,780,1283,14160,12061,8535,185,0,0,552,1733,2168,44554,28652,1604,540,1019,548,2019,2264,974,8452,328,634,121,299501,43900,1712,1446,35,91401,7294,12514,705,60722,487,1642,165,142,3419,602,708,495,296,1134,509,803,697,670,661,529,1260,1033,730,1283,818,441,402,620,315,701,507,970,434,274,271,619,632,1607,694,802,897,6882,2817,72232,1529,3792,4209,3901,815,1010,384,273,37,30345,1051,701,840,4329,381,344,355,367
